SAMPLE_ID,SAMPLE_NAME,IGSN,SAMPLE_TYPE,LATITUDE,LONGITUDE,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,ROCK NAME,REFERENCE,METHOD,EXPEDITION ID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,V2O3,V2O5,Fe,Sr87_Sr86,Sr87_Sr86(I),Rb87_Sr86,E_Sr,Nd143_Nd144,Sm147_Nd144,E_Nd,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Hf176_Hf177,Lu176_Hf177,E_Hf,Re187_Os188,Os187_Os188,Os187_Os188(I),Be9,Be10,Be10_Be9,Sr87_Sr86(T),E_Tl,Ar40,Ar40_RG,Ar40_Ar36,Ar40_Ar39,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,CO2,F,Cl,Pa231,U234_U238_ACTIVITY,U238_Th230,U238_Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pa231_U235_ACTIVITY,Pb210,U238_Th230_ACTIVITY,Ag,As,Au,B,Ba,Be,Bi,Ca,Cd,Co,Cr,Cs,Cu,Ga,Ge,Hf,Hg,K,Li,Mo,Na,Nb,Ni,Os,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Th,Ti,Tl,U,V,W,Y,Zn,Zr,DELTA_B11,DELTA_D,DELTA_O18,AB[EM],AN[EM],OR[EM],FO[EM],FA[EM],EN[EM],FS[EM],WO[EM],TEMP,Age,OL[MODE],CPX[MODE],OPX[MODE],PLAG[MODE],OPAQ[MODE],MT[MODE],GM[MODE],VES[MODE],AMPH[MODE],FETI-OX[MODE],HORN[MODE],OX[MODE],PYR,SP[MODE],TI-MT[MODE]
PETDB-2792-KR01-36,KR01-36,,Whole Rock,52.353,-174.138,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",XRF[64044],,50.95,0.88,18.74,,,,,9.49,,0.19,5.54,10.28,,3.05,0.74,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,14.1,2.12,9.9,2.81,1.06,3.02,0.5,3.22,0.67,1.83,0.27,1.67,0.26,,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,27.0,0.71,114.0,19.0,,1.42,,,,,,1.03,23.0,,6.2,10.9,,,,31.1,,,513.0,0.07,0.91,,,0.41,304.0,,16.2,77.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR01-37,KR01-37,,Whole Rock,52.353,-174.183,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",XRF[64044],,50.62,0.9,18.76,,,,,9.8,,0.19,5.65,10.27,,2.98,0.69,0.16,,,,,,,,,,,,,,,,18.8432,15.5772,38.4203,,,,,,,,,,,,,,,,5.9,13.9,2.12,10.0,2.94,1.06,3.13,0.51,3.27,0.67,1.87,0.27,1.72,0.26,,,,,,,,,,,,,,,,,,,,,,271.0,,,,,,25.0,0.65,127.0,16.0,,1.33,,,,,,1.0,20.0,,6.2,9.9,,,,32.1,,,525.0,0.07,0.8,,,0.36,289.0,,19.0,77.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-50,KR02-50,,Whole Rock,52.39,-174.083,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,57.32,0.72,16.46,,,,,7.57,,0.17,4.07,7.62,,3.8,2.07,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,40.0,4.59,19.9,5.11,1.22,5.07,0.85,5.43,1.15,3.22,0.49,3.09,0.51,,,,,,,,,,,,,,,,,,,,,,549.0,,,,,,52.0,3.11,81.0,21.0,,4.59,,,,,,3.68,15.0,,14.1,45.5,,,,26.8,,,396.0,0.25,4.23,,,1.85,187.0,,29.1,78.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-51,KR02-51,,Whole Rock,52.39,-174.095,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,57.24,0.73,16.59,,,,,7.56,,0.17,4.12,7.6,,3.73,2.08,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,32.8,4.63,19.9,5.15,1.21,5.01,0.84,5.41,1.15,3.24,0.48,3.11,0.51,,,,,,,,,,,,,,,,,,,,,,552.0,,,,,,57.0,3.03,83.0,20.0,,4.59,,,,,,3.73,17.0,,14.9,46.0,,,,30.0,,,383.0,0.25,4.2,,,1.81,177.0,,30.0,76.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-53,KR02-53,,Whole Rock,52.39,-174.098,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.52,0.76,17.1,,,,,7.89,,0.17,4.12,7.71,,3.65,1.9,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,30.4,4.3,18.8,4.87,1.21,4.86,0.81,5.18,1.09,3.06,0.46,2.99,0.49,,,,,,,,,,,,,,,,,,,,,,516.0,,,,,,40.0,2.62,69.0,19.0,,4.28,,,,,,3.39,12.0,,12.9,41.0,,,,24.0,,,421.0,0.23,3.8,,,1.63,203.0,,29.0,84.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-54,KR02-54,,Whole Rock,52.4,-174.098,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.35,0.77,17.04,,,,,8.0,,0.17,4.1,7.76,,3.71,1.91,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,41.0,4.31,18.4,4.86,1.21,4.72,0.81,5.22,1.08,3.1,0.46,2.93,0.48,,,,,,,,,,,,,,,,,,,,,,516.0,,,,,,39.0,2.58,91.0,20.0,,4.19,,,,,,3.38,17.0,,12.5,41.0,,,,29.0,,,418.0,0.22,3.71,,,1.62,201.0,,29.0,80.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-55,KR02-55,,Whole Rock,52.39225,-174.174,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,55.76,0.77,17.2,,,,,8.12,,0.18,4.32,8.13,,3.56,1.77,0.19,,,,,,,,,,,,,,,,18.8251,15.5706,38.3911,,,,,,,,,,,,,,,,12.4,41.0,4.03,17.5,4.59,1.18,4.55,0.77,4.87,1.05,2.9,0.45,2.8,0.46,,,,,,,,,,,,,,,,,,,,,,481.0,,,,,,37.0,2.34,83.0,18.0,,3.91,,,,,,3.16,16.0,,11.5,37.1,,,,28.5,,,450.0,0.21,3.39,,,1.47,211.0,,26.8,81.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-56,KR02-56,,Whole Rock,52.39,-174.092,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,54.59,0.76,16.22,,,,,8.41,,0.18,5.49,9.22,,3.35,1.59,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,25.7,3.68,16.5,4.34,1.13,4.33,0.72,4.57,0.98,2.77,0.41,2.63,0.41,,,,,,,,,,,,,,,,,,,,,,432.0,,,,,,105.0,2.11,62.0,18.0,,3.48,,,,,,2.84,25.0,,9.9,31.0,,,,34.0,,,425.0,0.19,3.16,,,1.37,221.0,,26.0,79.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-57,KR02-57,,Whole Rock,52.39,-174.103,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.44,0.75,16.42,,,,,7.68,,0.17,4.66,8.2,,3.59,1.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,35.0,4.24,18.7,4.91,1.2,4.8,0.8,5.08,1.08,3.03,0.46,2.92,0.47,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,97.0,2.65,77.0,16.0,,4.17,,,,,,3.45,19.0,,13.5,40.8,,,,29.1,,,429.0,0.23,3.9,,,1.7,200.0,,27.6,79.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-58,KR02-58,,Whole Rock,52.37,-174.104,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,51.87,0.94,18.56,,,,,9.16,,0.19,4.83,10.01,,3.05,1.16,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,22.2,3.28,15.0,4.13,1.2,4.21,0.71,4.43,0.92,2.49,0.36,2.26,0.36,,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,25.0,0.97,178.0,18.0,,2.54,,,,,,2.06,16.0,,8.4,21.0,,,,33.0,,,442.0,0.14,2.21,,,0.96,273.0,,25.0,88.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-59,KR02-59,,Whole Rock,52.37,-174.113,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,51.52,0.94,18.6,,,,,9.55,,0.19,4.82,9.98,,3.03,1.15,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,28.0,3.18,14.8,4.0,1.2,4.17,0.68,4.32,0.89,2.47,0.36,2.29,0.37,,,,,,,,,,,,,,,,,,,,,,388.0,,,,,,22.0,1.29,141.0,17.0,,2.57,,,,,,2.1,15.0,,8.5,22.0,,,,31.0,,,465.0,0.13,2.27,,,0.96,279.0,,22.6,84.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-60,KR02-60,,Whole Rock,52.37,-174.111,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.37,0.75,17.28,,,,,7.69,,0.17,4.05,7.94,,3.69,1.87,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,29.3,4.16,18.4,4.81,1.17,4.65,0.79,5.06,1.09,3.06,0.46,2.95,0.47,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,,41.0,2.5,92.0,18.0,,4.15,,,,,,3.38,14.0,,13.0,39.9,,,,28.1,,,435.0,0.22,3.82,,,1.64,194.0,,27.8,77.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-61,KR02-61,,Whole Rock,52.372,-174.111,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.19,0.77,17.22,,,,,8.0,,0.17,4.05,7.87,,3.67,1.89,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,35.0,4.07,17.9,4.7,1.2,4.7,0.79,5.03,1.06,3.0,0.45,2.92,0.48,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,35.0,2.48,84.0,17.0,,4.01,,,,,,3.29,14.0,,12.8,38.8,,,,28.0,,,438.0,0.22,3.73,,,1.6,197.0,,27.3,80.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-62,KR02-62,,Whole Rock,52.372,-174.113,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.56,0.77,17.18,,,,,7.47,,0.18,4.18,7.93,,3.67,1.87,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,29.1,4.1,18.3,4.7,1.17,4.74,0.8,5.09,1.07,3.06,0.45,2.88,0.47,,,,,,,,,,,,,,,,,,,,,,489.0,,,,,,36.0,2.48,96.0,18.0,,4.13,,,,,,3.37,14.0,,12.8,39.8,,,,27.4,,,417.0,0.22,3.75,,,1.6,205.0,,28.0,83.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-63,KR02-63,,Whole Rock,52.376,-174.115,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.77,0.77,17.34,,,,,7.23,,0.17,4.1,7.84,,3.71,1.89,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,20.0,4.12,18.2,4.72,1.16,4.77,0.79,5.11,1.08,3.04,0.46,2.92,0.47,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,37.0,2.53,82.0,18.0,,4.18,,,,,,3.37,13.0,,12.9,40.1,,,,28.2,,,434.0,0.23,3.82,,,1.65,209.0,,27.8,79.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-64,KR02-64,,Whole Rock,52.381,-174.113,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,57.73,0.74,17.06,,,,,6.96,,0.17,3.89,7.36,,3.81,2.09,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,35.0,4.76,20.8,5.28,1.24,5.34,0.9,5.66,1.21,3.39,0.51,3.31,0.54,,,,,,,,,,,,,,,,,,,,,,563.0,,,,,,38.0,3.14,84.0,19.0,,4.89,,,,,,3.76,15.0,,14.4,46.7,,,,25.5,,,408.0,0.25,4.19,,,1.82,184.0,,30.0,79.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-65,KR02-65,,Whole Rock,52.363,-174.118,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,52.26,0.93,18.63,,,,,8.7,,0.19,4.87,9.87,,3.09,1.24,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,17.0,3.46,15.8,4.25,1.23,4.37,0.73,4.65,0.95,2.61,0.38,2.4,0.38,,,,,,,,,,,,,,,,,,,,,,411.0,,,,,,22.0,1.33,136.0,19.0,,2.79,,,,,,2.14,16.0,,9.3,25.0,,,,27.0,,,430.0,0.14,2.33,,,1.02,270.0,,24.0,84.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-66,KR02-66,,Whole Rock,52.362,-174.118,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,52.59,0.97,19.92,,,,,7.95,,0.18,3.52,10.01,,3.32,1.28,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,23.0,3.82,17.3,4.6,1.33,4.64,0.76,4.82,1.0,2.68,0.41,2.47,0.4,,,,,,,,,,,,,,,,,,,,,,454.0,,,,,,8.0,1.61,165.0,20.0,,2.97,,,,,,2.37,5.0,,8.9,26.2,,,,27.7,,,518.0,0.15,2.48,,,1.04,263.0,,25.0,84.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-67,KR02-67,,Whole Rock,52.362,-174.114,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,61.02,0.67,17.02,,,,,5.96,,0.16,2.59,5.49,,4.22,2.7,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,49.0,5.69,24.2,5.92,1.24,5.91,1.0,6.42,1.37,3.9,0.6,3.92,0.63,,,,,,,,,,,,,,,,,,,,,,690.0,,,,,,15.0,4.25,57.0,17.0,,6.4,,,,,,4.96,6.0,,18.5,62.0,,,,25.0,,,306.0,0.34,5.78,,,2.48,135.0,,35.0,80.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-68,KR02-68,,Whole Rock,52.396,-174.119,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,58.0,0.73,17.05,,,,,6.78,,0.17,3.84,7.34,,3.83,2.09,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,50.0,4.67,20.6,5.19,1.22,5.16,0.86,5.58,1.18,3.3,0.5,3.27,0.53,,,,,,,,,,,,,,,,,,,,,,563.0,,,,,,39.0,3.01,84.0,19.0,,4.77,,,,,,3.85,15.0,,12.3,46.4,,,,26.4,,,400.0,0.25,4.27,,,1.86,192.0,,29.8,78.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-69,KR02-69,,Whole Rock,52.399,-174.118,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.4,0.78,17.37,,,,,7.45,,0.18,4.2,7.95,,3.61,1.86,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,39.0,4.2,18.8,4.84,1.22,4.95,0.81,5.2,1.08,3.09,0.47,3.03,0.49,,,,,,,,,,,,,,,,,,,,,,538.0,,,,,,35.0,2.54,97.0,17.0,,4.28,,,,,,3.35,14.0,,12.5,37.0,,,,27.7,,,438.0,0.22,3.66,,,1.57,212.0,,27.9,80.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-70,KR02-70,,Whole Rock,52.394,-174.089,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.52,0.78,17.16,,,,,7.46,,0.18,4.32,7.94,,3.61,1.86,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,30.2,4.24,18.9,4.87,1.19,4.84,0.82,5.22,1.1,3.13,0.48,2.97,0.48,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,37.0,2.59,89.0,17.0,,4.32,,,,,,3.42,14.0,,12.9,40.9,,,,27.4,,,409.0,0.23,3.76,,,1.63,216.0,,28.1,82.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-71,KR02-71,,Whole Rock,52.366,-174.089,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.4,0.77,17.25,,,,,7.4,,0.18,4.27,8.07,,3.6,1.87,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,30.2,4.27,18.9,4.81,1.17,4.86,0.81,5.2,1.09,3.05,0.48,3.03,0.49,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,44.0,2.57,97.0,20.0,,4.21,,,,,,3.33,14.0,,12.3,37.0,,,,25.0,,,419.0,0.22,3.67,,,1.56,224.0,,28.0,81.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-72,KR02-72,,Whole Rock,52.366,-174.978,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,60.67,0.69,17.29,,,,,5.88,,0.16,2.58,5.7,,4.24,2.61,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,60.0,5.36,23.0,5.84,1.22,5.62,0.95,6.27,1.31,3.82,0.58,3.75,0.61,,,,,,,,,,,,,,,,,,,,,,666.0,,,,,,15.0,3.93,61.0,17.0,,5.98,,,,,,4.73,9.0,,17.8,59.0,,,,22.0,,,318.0,0.32,5.6,,,2.38,144.0,,34.2,81.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-73,KR02-73,,Whole Rock,52.373,-174.131,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,59.1,0.72,16.73,,,,,6.59,,0.17,3.47,6.73,,3.96,2.35,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,35.5,4.9,21.4,5.41,1.18,5.45,0.9,5.83,1.22,3.5,0.54,3.43,0.56,,,,,,,,,,,,,,,,,,,,,,604.0,,,,,,39.0,3.42,59.0,19.0,,5.34,,,,,,4.19,14.0,,16.0,52.0,,,,25.0,,,341.0,0.28,4.93,,,2.12,161.0,,32.0,76.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-74,KR02-74,,Whole Rock,52.3764,-174.101,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,59.17,0.71,16.82,,,,,6.43,,0.17,3.5,6.72,,3.95,2.34,0.19,,,,,,,,,,,,,,,,18.8461,15.5755,38.4188,,,,,,,,,,,,,,,,15.6,43.0,4.87,21.2,5.38,1.2,5.3,0.88,5.62,1.21,3.44,0.54,3.41,0.56,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,,34.0,3.43,61.0,20.0,,5.25,,,,,,4.2,11.0,,16.2,53.0,,,,19.0,,,345.0,0.28,4.94,,,2.12,163.0,,33.0,80.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-75,KR02-75,,Whole Rock,52.403,-174.196,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,51.58,0.93,19.4,,,,,8.87,,0.19,4.73,9.98,,3.41,0.71,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,16.2,2.41,11.4,3.2,1.17,3.28,0.54,3.38,0.68,1.9,0.27,1.69,0.27,,,,,,,,,,,,,,,,,,,,,,326.0,,,,,,23.0,0.53,429.0,18.0,,1.35,,,,,,1.18,10.0,,5.5,9.5,,,,29.9,,,560.0,0.08,0.88,,,0.38,289.0,,17.0,86.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-76,KR02-76,,Whole Rock,52.397,-172.125,,,VOLCANIC_ARC,TRACHYANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,57.02,0.76,17.35,,,,,7.07,,0.17,4.1,7.7,,3.7,1.94,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,49.0,4.29,18.9,4.92,1.21,4.89,0.81,5.26,1.11,3.14,0.48,3.06,0.49,,,,,,,,,,,,,,,,,,,,,,526.0,,,,,,36.0,2.66,78.0,17.0,,4.42,,,,,,3.54,12.0,,13.3,41.0,,,,28.0,,,405.0,0.23,3.94,,,1.7,195.0,,28.6,80.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR02-77,KR02-77,,Whole Rock,52.392,-174.123,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,55.63,0.81,17.36,,,,,7.77,,0.18,4.4,8.43,,3.51,1.73,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,30.0,3.85,17.2,4.48,1.15,4.58,0.78,4.92,1.04,2.94,0.45,2.85,0.45,,,,,,,,,,,,,,,,,,,,,,459.0,,,,,,36.0,2.24,83.0,20.0,,3.83,,,,,,2.95,14.0,,10.4,35.2,,,,30.0,,,445.0,0.2,3.25,,,1.41,235.0,,26.5,81.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR04L201,KR04L201,,Whole Rock,52.376,-174.126,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,57.28,0.75,17.16,,,,,7.33,,0.17,3.81,7.42,,3.88,2.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,29.0,4.46,19.5,5.07,1.21,4.99,0.85,5.35,1.14,3.23,0.48,3.09,0.51,,,,,,,,,,,,,,,,,,,,,,537.0,,,,,,33.0,2.84,79.0,20.0,,4.55,,,,,,3.66,15.0,,14.1,44.4,,,,26.6,,,420.0,0.24,4.06,,,1.65,203.0,,30.0,85.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR04L202,KR04L202,,Whole Rock,52.378,-174.155,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",XRF[64044],,56.54,0.77,17.04,,,,,7.78,,0.18,4.13,7.77,,3.74,1.87,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,31.0,4.16,18.4,4.81,1.19,4.72,0.81,5.13,1.08,3.06,0.46,2.9,0.48,,,,,,,,,,,,,,,,,,,,,,498.0,,,,,,36.0,2.53,71.0,19.0,,4.16,,,,,,3.38,15.0,,13.3,40.0,,,,27.7,,,440.0,0.22,3.65,,,1.49,220.0,,27.9,85.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR04L203,KR04L203,,Whole Rock,52.416,-174.126,,,VOLCANIC_ARC,ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,57.08,0.77,17.19,,,,,7.5,,0.17,3.78,7.48,,3.86,1.98,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,31.2,4.45,19.4,4.97,1.23,4.97,0.84,5.33,1.13,3.18,0.48,3.1,0.49,,,,,,,,,,,,,,,,,,,,,,528.0,,,,,,28.0,2.76,70.0,18.0,,4.44,,,,,,3.59,11.0,,14.0,43.0,,,,27.0,,,410.0,0.23,4.05,,,1.67,212.0,,30.0,86.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR04L205,KR04L205,,Whole Rock,52.418,-174.139,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,56.27,0.78,17.24,,,,,7.88,,0.18,4.02,7.85,,3.76,1.84,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,29.0,4.1,18.0,4.7,1.19,4.74,0.79,5.04,1.07,3.01,0.45,2.91,0.47,,,,,,,,,,,,,,,,,,,,,,496.0,,,,,,34.0,2.48,78.0,18.0,,4.08,,,,,,3.33,13.0,,13.7,40.0,,,,28.0,,,427.0,0.21,3.72,,,1.49,227.0,,28.0,84.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR04L206,KR04L206,,Whole Rock,52.412,-174.204,,,VOLCANIC_ARC,BASALTIC ANDESITE,"YOGODZINSKI, 2015[2792]",ICPMS[73934],,55.88,0.79,17.3,,,,,8.03,,0.18,4.1,8.05,,3.7,1.78,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,23.0,4.03,17.8,4.71,1.19,4.71,0.79,4.98,1.05,3.02,0.45,2.88,0.46,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,36.0,2.35,88.0,18.0,,3.97,,,,,,3.22,15.0,,12.4,38.0,,,,29.0,,,434.0,0.2,3.54,,,1.44,231.0,,27.3,84.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2792-KR04L207,KR04L207,,Whole Rock,52.406,-174.145,,,VOLCANIC_ARC,BASALT,"YOGODZINSKI, 2015[2792]",XRF[64044],,50.12,0.93,20.01,,,,,9.44,,0.19,4.86,10.34,,3.19,0.74,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,15.6,2.32,10.9,3.01,1.11,3.19,0.51,3.21,0.67,1.84,0.27,1.64,0.26,,,,,,,,,,,,,,,,,,,,,,291.0,,,,,,8.0,0.62,118.0,20.0,,1.35,,,,,,1.13,13.0,,5.7,12.8,,,,31.2,,,566.0,0.07,1.01,,,0.38,324.0,,17.0,86.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
