Sample_ID,Material,SiO2,TiO2,Al2O3,FeO,Cr2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,87Sr/86Sr,143Nd/144Nd,epsilon Nd,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,176Hf/177Hf,epsilon Hf,He,3He,4He,3He/4He,4He/3He,3He/4He(R/Ra),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Cr,Cs,Hf,Nb,Ni,Pb,Rb,Sc,Sr,Ta,Th,U,Y,Zr,Age,Latitude,Longitude,Elevation,Depth,Tectonic,Rock,Expedition,Reference,Method,Sample_ID.1,Material.1,Elevation_km
MELWEST-10-075-004,GL,51.29,1.63,15.18,9.63,0.06,0.16,7.55,11.66,3.25,0.16,0.14,,0.7,0.51,6.96,17.84,15.48,37.55,0.28,9.58,,,,,85338.8,8.37,3.58,11.04,1.94,10.07,3.31,1.24,,0.78,4.93,1.08,3.01,0.46,2.89,0.44,21,258.6,,2.56,3.12,62.4,0.48,1.19,35.3,140.3,0.19,0.13,0.06,31.3,96.9,,-43.58,92.68,-2560,2560,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-075-004,GL,-2.56
EWI9309-043-002,GL,51.29,1.48,14.8,10.17,,0.13,7.93,11.4,2.8,0.1,0.12,,0.7,0.51,5.89,17.96,15.5,37.93,0.28,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.25,-16.6,-2420,2420,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; ANDRES, 2002; LE ROUX, 2002; AGRANIER, 2005",MS; EMP; MC-ICP-MS,EWI9309-043-002,GL,-2.42
EWI9309-004-002,GL,51.3,1.83,15.24,10.67,,0.17,7.43,10.59,3.08,0.53,0.27,,0.7,0.51,1.42,18.07,15.54,38.32,0.28,6.83,,,,,,,11.5,26,,17.1,4.38,1.54,5.26,,5.24,,2.83,,2.68,,123,,,,11.2,91,,8.85,36,181,,1.07,,29,134,,-47.97,-10.08,-2895,2895,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; ANDRES, 2002; LE ROUX, 2001; AGRANIER, 2005",MS; EMP; MC-ICP-MS; LA-ICPMS,EWI9309-004-002,GL,-2.895
TRI0139-013-003,GL,51.3,1.04,13.77,12.53,,0.25,6.95,11.49,2.11,0.06,0.08,,0.7,0.51,9.44,18.01,15.43,37.64,,,,,,,75665.86,9.44,1.65,,,5.52,2.18,,,,,,,,,0.44,,,,1.54,1.4,,0.24,0.98,,70.8,,0.11,0.03,26.6,48.9,,67.31,-18.66,-250,250,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR139 ,"HANAN, 2000; MELSON, 2003; BLICHERT-TOFT, 2005; SCHILLING, 1999",HR-ICP-MS; MS-ID; EMP; MC-ICP-MS,TRI0139-013-003,GL,-0.25
AII0127-1-021-003,GL,51.3,2.14,15.88,9.55,,,5.77,11,3.53,,,,0.7,0.51,5.46,19.65,15.62,39.15,,,,,,,,,23.7,47.6,6.17,25.2,5.49,1.81,5.94,0.92,5.16,1.13,2.68,,2.49,0.4,258,,0.25,4.31,36,,,23.3,,405,2.08,2.45,0.78,29,194,,38.49,-30.27,-2095,2095,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"BOURDON, 1996; YI, 2000",EMP; MS-ID; ICPMS,AII0127-1-021-003,GL,-2.095
GIMNAUT-PL18-007,GL,51.3,1.13,15.06,9.74,,0.16,7.83,12.36,2.57,0.08,0.11,,,0.51,7.32,18.45,15.52,38.39,,,,,,,,,3.18,8.48,1.36,7.08,2.44,0.92,3.28,0.63,4.11,0.91,2.66,,2.49,0.38,23,,0.03,1.74,3.28,,0.53,2.11,,112,0.2,0.28,0.07,26,67,,-19.38,66.01,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",GIMNAUT2000D ,"NAURET, 2006",,GIMNAUT-PL18-007,GL,
MELWEST-10-072-002,GL,51.3,1.22,15.38,9.4,0.05,0.1,8.46,12.73,2.48,0.06,0.06,,0.7,0.51,7.63,17.97,15.46,37.66,,,,,,,87001.91,8.21,1.85,,,6.6,2.37,,,,,,,,,,5.5,,,,1.03,,0.26,0.32,,87.8,,0.06,0.02,,,,-43.42,91.29,-1740,1740,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-072-002,GL,-1.74
END0025-003-001,GL,51.32,1.1,14.48,10.71,,,7.62,12.36,2,0.05,0.13,,0.7,0.51,9.99,18.32,15.46,37.86,0.28,17.75,,,,,56242.97,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.67,-34.87,-1975,1975,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN025 ,"POREDA, 1986; MELSON, 2003; BLICHERT-TOFT, 2005",MS; EMP; MC-ICP-MS,END0025-003-001,GL,-1.975
END0025-006-001,GL,51.32,1.2,14.07,12.55,,,6.98,11.46,2.01,0.08,0.12,,,0.51,9.19,18.4,15.46,37.98,0.28,17.93,,,,,,,2.61,,,,2.47,,,,,,,,,0.49,,,,1.79,2.63,,,,,,,,,29.7,62.3,,61.6,-27.07,-760,760,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN025 ,"HANAN, 2000; MELSON, 2003; BLICHERT-TOFT, 2005",HR-ICP-MS; MS-ID; EMP; MC-ICP-MS,END0025-006-001,GL,-0.76
CON2806-048-009G,GL,51.33,1.33,15.15,9.45,,0.16,8.63,11.59,2.59,0.16,0.11,,0.7,0.51,8.72,19.11,15.57,38.72,,,,,,,,,3.85,11.3,1.67,8.74,2.8,1.03,3.36,0.66,4.39,0.97,2.73,0.39,2.7,0.43,29.3,,,,,,0.38,2.92,,133.3,,0.32,0.11,33.3,,,3.46,-31.49,-3895,3895,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-048-009,GL,-3.895
ABP1985-046-003,WR,51.33,1.68,14.8,9.84,,0.17,7.4,10.75,2.58,0.74,0.24,,0.7,0.51,6.36,18.78,15.54,38.37,,,,,,,,,,,,20.92,4.31,,,,,,,,,,,,,,,,,11.58,,232.5,,,,,,,14.71,-45.02,-3950,3950,SPREADING_CENTER, ,ABP1985 ,"BOUGAULT, 1988; DOSSO, 1991",XRF; MS; MS-ID,ABP1985-046-003,WR,-3.95
EWI9309-044-002,GL,51.34,1.38,15.18,10.99,,0.15,8,11.92,2.72,0.08,0.12,,0.7,0.51,6.28,18.27,15.51,38.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.86,-16.79,-3067,3067,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW9309 ,"DOUGLASS, 1999; LE ROUX, 2000; AGRANIER, 2005",MS; EMP,EWI9309-044-002,GL,-3.067
WFL2000-RC9,GL,51.35,2,14.57,10.85,,0.18,6.55,11.03,2.79,0.17,0.21,,0.7,0.51,12.41,18.09,15.44,37.51,,,,,,,,,5.98,16.03,2.65,13.59,4.66,1.52,6.07,1.12,7.17,1.53,4.48,0.67,4.36,0.7,24.3,,0.03,3.63,5.59,,0.56,2.61,44.9,129.2,0.36,0.31,0.09,45.96,137.5,,42.69,-126.77,-3002,3002,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WESTERNFLYER-TIBURON-2000 ,"DAVIS, 2008",EMP; ICPMS,WFL2000-RC9,GL,-3.002
AGU0032-009-001,GL,51.35,1.92,13.92,23.10006029,,0.19,6.54,10.49,3.05,0.39,0.19,,0.7,0.51,4.14,18.64,15.59,38.57,0.28,7.96,,,,,68418.17,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.43,-5.78,-1719,1719,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AG32 ,"LE ROEX, 1987; KURZ, 1998; LE ROUX, 2000",EMP; MS,AGU0032-009-001,GL,-1.719
MELWEST-10-142-001,GL,51.36,1.5,15.97,8.65,0.04,0.11,7.88,11.21,3.08,0.16,0.15,,0.7,0.51,7.35,17.94,15.48,37.94,,,,,,,,,4.15,11.98,2.03,10.27,3.41,1.17,,0.75,4.91,1.06,3.05,0.5,2.92,0.44,18.2,287,,2.52,3.62,103.5,0.53,1.7,33.7,129.7,0.23,0.21,0.07,33,101.4,,-49.86,114.48,-4320,4320,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-142-001,GL,-4.32
CON2802-014-001,GL,51.36,1.57,14.76,9.77,,,7.05,11.76,2.94,0.06,0.12,,,,,,,,,,,,,,93492.89,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.78,-13.91,-3960,3960,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2802 ,"GRAHAM, 1996; MELSON, 2003",MS; EMP,CON2802-014-001,GL,-3.96
AII0093-6-013-001,GL,51.36,1.14,15.05,8.14,,0.16,8.13,11.8,2.85,0.09,,,0.7,0.51,8.82,17.66,15.53,37.7,,,,,,,,,,,,,,,,,,,,,,,14,,0.02,,,,,1.07,,133,,,,,,,-25.78,70.18,-3512,3512,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A093-06 ,"PRICE, 1986",,AII0093-6-013-001,GL,-3.512
WFL2005-886-R3,GL,51.37,1.54,14.84,9.6,,0.17,7.02,11.75,2.7,0.14,0.17,,0.7,0.51,10.57,18.03,15.43,37.45,,,,,,,,,3.92,10.75,1.79,9.3,3.35,1.15,4.39,0.79,5.18,1.1,3.18,0.47,3.1,0.5,15.8,,0.02,2.44,3.4,,0.38,1.51,41.8,130.4,0.21,0.2,0.06,33.42,91.7,,42.68,-126.78,-3131,3131,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WESTERNFLYER-TIBURON-2005 ,"DAVIS, 2008",EMP; ICPMS,WFL2005-886-R3,GL,-3.131
MELANTP-111-010,GL,51.38,1.72,17.04,8.41,,,7.27,9.62,4.34,0.22,0.23,,0.7,0.51,9.01,17.84,15.43,37.72,,,,,,,88074.69,8.11,,,,15.2,4.35,,,,,,,,,,,,,,,,,1.29,,224.5,,,,,,,-28.85,61.9,-5150,5150,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ANTIPODE ,"MAHONEY, 1989; MELSON, 2003",,MELANTP-111-010,GL,-5.15
DIS0208-016-046G,GL,51.39,1.58,16.4,8.32,0.08,0.18,7.84,9.67,4,0.25,0.22,,,0.51,7.06,,,,,,,,,,,,5.7,17.1,2.6,13,3.8,1.3,4.6,0.8,4.9,1.08,3.1,0.47,2.9,0.41,,,,,,,,,,,,,,,,,-27.64,66.03,-4150,4150,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DISCOVERY 208 ,"ROBINSON, 1996; ROBINSON, 2001",,DIS0208-016-046G,GL,-4.15
MELWEST-10-124-001,GL,51.4,1.17,15.81,8.77,0.07,0.14,8.46,12.37,2.65,0.05,0.08,,0.7,0.51,7.86,18.01,15.46,37.85,,,,,,,104580.63,6.83,1.98,6.36,1.19,6.38,2.33,0.9,,0.57,3.83,0.85,2.36,0.38,2.29,0.35,3.58,351.5,,1.66,1.1,97,0.29,0.32,34.2,92.1,0.08,0.03,0.02,24.7,59.2,,-49.03,108.51,-3960,3960,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-124-001,GL,-3.96
END0113-014-001,GL,51.41,1.45,14.93,9.57,,0.09,7.72,11.87,2.8,0.02,0.21,,0.7,0.51,7.33,18.53,15.52,38.06,,,,,,,,,3.22,9.85,,9.36,3.29,,,,,,,,,,,,,2.51,,,0.36,1.14,,105.6,,0.16,0.05,,,,-24.78,-111.97,-2630,2630,SPREADING_CENTER, ,EN113 ,"HANAN, 1989; SCHILLING, 1985; FONTIGNIE, 1991; KINGSLEY, 2007; KINGSLEY, 2002",MS; EMP; HR-ICP-MS; MS-ID; ICPMS,END0113-014-001,GL,-2.63
CON2806-031-001,GL,51.41,1.91,15.44,10.21,,0.2,6.61,10.04,3.51,0.17,0.31,,0.7,0.51,9.27,18.63,15.51,38.15,0.28,16.76,,,,,,,5.95,17.5,2.67,14.3,4.65,1.58,5.61,1.1,7.19,1.57,4.45,0.63,4.31,0.68,29.4,,,,,,0.63,3.03,,128.4,,0.48,0.16,48.6,,,0.65,-25.46,-4414,4414,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994; HANNIGAN, 2001; BEZOS, 2005; AGRANIER, 2005",ICPMS; WET; EMP,CON2806-031-001,GL,-4.414
CON2802-022-010,GL,51.42,1.73,14.26,11.02,,,6.55,11.16,2.96,0.07,0.15,,,,,,,,,,,,,,93738.28,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.23,-13.81,-3770,3770,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2802 ,"GRAHAM, 1996; MELSON, 2003",MS; EMP,CON2802-022-010,GL,-3.77
TRI0138-011-001,GL,51.42,1.5,15.39,9.93,,0.18,7.9,11.39,2.82,0.09,0.14,,,0.51,10.59,,,,0.28,18.39,,,,,72960.75,9.79,2.72,,,,3.42,,,,,,,,,0.5,,,,2.72,2.07,,,,,,,,,33.8,90.5,,52.01,-29.95,-3800,3800,SPREADING_CENTER, ,TR138 ,"HANAN, 2000; KURZ, 1982; MELSON, 2003; BLICHERT-TOFT, 2005",EMP; CALC; MS; DCP; HR-ICP-MS; MS-ID; MC-ICP-MS,TRI0138-011-001,GL,-3.8
END0025-003-003,GL,51.42,1.11,14.49,10.78,,,7.66,12.44,2.02,0.04,0.11,,,0.51,9.64,18.31,15.46,37.84,0.28,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.67,-34.87,-1975,1975,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN025 ,"MELSON, 2003; BLICHERT-TOFT, 2005",EMP; MC-ICP-MS,END0025-003-003,GL,-1.975
MELWEST-023-001,GL,51.43,1.8,14.28,11.35,,,6.34,11.04,2.87,0.18,0.18,,0.7,0.51,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.88,-137.67,-2121,2121,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST03MV ,"CASTILLO, 1998; MELSON, 2003",MS; EMP,,,-2.121
AII0093-6-011-016,GL,51.43,1.5,14.83,9.25,,0.19,7.66,11.09,3.09,0.14,,,0.7,0.51,8.23,17.88,15.56,37.84,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,1.3,,125,,,,,,,-24.68,70.05,-3445,3445,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A093-06 ,"PRICE, 1986",,AII0093-6-011-016,GL,-3.445
MELVULC-5-040-041,GL,51.45,1.92,15.48,9.74,,,6.91,9.94,3.59,0.21,0.2,,0.7,,,18.36,15.5,38.04,,,,,,,93615.43,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.99,-16.32,-4372,4372,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",VULC05MV ,"KURZ, 1998; MELSON, 2003",MS; EMP,MELVULC-5-040-041,GL,-4.372
108DR4,GL,51.47,1.4,14.78,9.17,,0.17,7.79,11.41,2.89,0.37,,,0.7,0.51,10.16,18.3,15.48,37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,-104,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",UNKNOWN ,"PRINZHOFER, 1989",EMP; MS,108DR4,GL,
AII0107-7-015-003,GL,51.47,1.68,15.06,9.75,,,7.02,11.09,2.86,0.29,0.19,,0.7,0.51,6.13,18.25,15.54,38.24,,,,,,,94858.66,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.56,-17.59,-2434,2434,SPREADING_CENTER, ,A107-07 ,"HANAN, 1986; FONTIGNIE, 1996; GRAHAM, 1992; MELSON, 2003",MS; EMP,AII0107-7-015-003,GL,-2.434
CON2806-005-001G,GL,51.47,1.65,15.14,9.77,,0.17,7.51,11.28,2.95,0.2,0.15,,0.7,0.51,9.95,18.25,15.51,37.84,0.28,15.38,,,,,,,4.9,14.3,2.14,11.6,3.85,1.41,4.84,0.94,6.16,1.32,3.76,0.53,3.44,0.53,41.5,,,,,,0.48,3.43,,128.3,,0.4,0.13,35.7,,,-1.16,-13.07,-3975,3975,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-005-001,GL,-3.975
VEM0030-010-004,GL,51.47,1.52,14.76,10.46,,,6.4,11.3,2.41,0.54,0.24,,0.7,0.51,4.55,18.58,15.47,38.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15,-34.9,-3200,3200,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",V3007 ,"SHIREY, 1987; MELSON, 2003",MS; EMP,VEM0030-010-004,GL,-3.2
MELWEST-10-145-001,GL,51.49,1.3,16.87,7.2,0.05,0.09,7.55,10.55,3.7,0.43,0.18,,0.7,0.51,5.68,17.59,15.47,37.61,0.28,12.55,,,,,109385.25,6.53,6.11,15.06,2.28,10.63,3.19,1.13,,0.65,4.07,0.86,2.44,0.38,2.34,0.34,69.9,257.1,,2.33,8.59,105.6,0.83,6.1,27.8,203.9,0.5,0.63,0.18,26.1,100.6,,-49.27,116.72,-4720,4720,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-145-001,GL,-4.72
POLANT4-4-006-002,GL,51.49,1.75,16.22,8.94,,0.17,7.04,9.74,4.32,0.4,0.23,,,,,,,,,,,,,,119445.77,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,-52.35,13.13,-4000,4000,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ANT IV-4,"LE ROEX, 1992; GEORGEN, 2003",,POLANT4-4-006-002,GL,-4
SON0080-079-004,GL,51.5,1.68,13.75,12.13,,0.19,6.99,11.28,2.6,0.21,0.15,,0.7,0.51,10.03,18.41,15.49,37.84,,,,,,,,,4.39,12.5,1.94,10.7,3.58,1.28,4.63,0.8,5.41,1.12,3.36,0.49,3.34,0.46,20.3,158,0.06,2.58,4.71,60.6,0.51,2.2,40.1,110,,0.28,0.1,33.6,102,,-25.73,-116.04,-2237,2237,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SO80 (MIDPLATE III) ,"HAASE, 2002",EMP; ICPMS,SON0080-079-004,GL,-2.237
END0025-006-003,GL,51.5,1.29,14.16,,,,7.48,11.46,2.07,0.1,0.12,,0.7,0.51,9.69,18.46,15.47,38.03,0.28,17.93,,,,,46992.48,15.2,2.89,,,,2.48,,,,,,,,,0.49,,,,1.91,3.02,,,,,,,,,29.8,65.6,,61.6,-27.07,-760,760,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EN025 ,"POREDA, 1986; CHRISTIE, 1986; HANAN, 2000; MELSON, 2003; BLICHERT-TOFT, 2005",MS; DCP; SP-PH; HR-ICP-MS; MS-ID; EMP; MC-ICP-MS,END0025-006-003,GL,-0.76
MELWEST-10-141-001,GL,51.53,1.87,14.85,10.19,,0.17,6.87,11.22,3.23,0.28,0.17,,0.7,0.51,7.04,17.95,15.46,37.8,0.28,10.43,,,,,97181.73,7.35,5.73,15.81,2.57,12.71,4.05,1.39,,0.91,5.95,1.29,3.63,0.59,3.47,0.52,33.2,133.1,,3.14,6.26,50.4,0.62,2.98,38.4,143.8,0.39,0.39,0.13,37.6,127,,-50.35,113.62,-3013,3013,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-141-001,GL,-3.013
MELWEST-10-103-004,GL,51.53,1.17,15.98,8.44,0.05,0.13,8.61,12.54,2.56,0.09,0.08,,0.7,0.51,7.82,17.95,15.47,37.72,,,,,,,99482.69,7.18,2.38,7.25,1.28,6.81,2.36,0.86,,0.57,3.68,0.81,2.3,0.36,2.23,0.34,10.3,341.1,,1.68,2.05,99.8,0.34,0.92,33.4,105.8,0.12,0.1,0.05,24,63.5,,-48.02,102.54,-3290,3290,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-103-004,GL,-3.29
MELWEST-10-113-007,GL,51.56,1.55,15.25,9.47,0.06,0.14,7.53,11.88,2.79,0.12,0.12,,0.7,0.51,8.08,18.14,15.47,37.94,0.28,11.49,,,,,104733.98,6.82,3.94,11.32,1.91,9.95,3.27,1.16,,0.75,5.03,1.09,3.16,0.51,3.05,0.47,19.6,283.4,,2.47,3.85,98,0.43,1.66,38,113.9,0.25,0.22,0.07,32.5,91.8,,-48.75,105.22,-3700,3700,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-113-007,GL,-3.7
ARGCIRC-094-010,GL,51.56,1.34,15.1,9.48,,,7.47,11.79,2.56,0.1,0.13,,0.7,0.51,8.93,,,,,,,,,,,,,,,8.45,2.94,,,,,,,,,,,,,,,,,1.98,,107.9,,,,,,,-15.55,66.75,-2812,2812,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CIRCE ,"MAHONEY, 1989; MELSON, 2003",,ARGCIRC-094-010,GL,-2.812
MELWEST-016-007A,GL,51.57,1.22,15.76,8.83,,,7.5,12.19,2.71,0.05,0.13,,0.7,0.51,10.94,17.98,15.45,37.36,,,,,,,,,1.98,,,,2.69,,,,,,,,,,,,,,,,,,,,,,0.03,,,,-56.68,-139.67,-3252,3252,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST03MV ,"CASTILLO, 1998; MELSON, 2003; AREVALO JR, 2009",MS; EMP; LA-ICPMS,,,-3.252
AII0020-006-006,GL,51.59,1.6,15.31,10.43,,,7.25,10.97,2.97,0.07,0.07,,0.7,0.51,9.97,18.41,15.49,37.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,0.12,0.05,,,,11.27,-43.65,-3095,3095,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AII020 ,"ITO, 1987; WHITE, 1993; MELSON, 2003",MS; MS-ID; EMP,AII0020-006-006,GL,-3.095
MELWEST-10-111-018,GL,51.6,1.66,16.01,8.71,0.05,0.13,7.47,11.32,3.39,0.35,0.18,,0.7,0.51,5.77,18.32,15.51,38.22,0.28,11.39,,,,,99760.57,7.16,8.59,21.23,3.03,13.79,3.88,1.34,,0.78,5.03,1.08,3.05,0.48,2.89,0.42,57.7,286,,2.89,10.8,95,0.82,4.76,35,209.3,0.67,0.76,0.24,31.5,122.2,,-48.21,104.66,-3105,3105,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-111-018,GL,-3.105
CON2806-023-001G,GL,51.6,1.53,15.28,9.25,,0.17,8.07,11.09,3.09,0.13,0.14,,0.7,0.51,7.33,19.03,15.57,38.45,0.28,13.47,,,,,,,4.1,13,2.02,10.9,3.48,1.29,4.15,0.78,5.25,1.1,3.16,0.45,3.08,0.49,17,,,,,,0.54,2.18,,177.7,,0.23,0.09,45.4,,,-0.41,-16.09,-4220,4220,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-023-001,GL,-4.22
MELWEST-007-007-1,GL,51.61,1.46,14.81,9.85,,,6.96,11.81,2.88,0.09,0.16,,0.7,0.51,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.02,-143.87,-4167,4167,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST03MV ,"CASTILLO, 1998; MELSON, 2003",MS; EMP,,,-4.167
WFL2002-RC6,GL,51.61,1.93,14.17,11.07,,0.21,6.44,11.08,2.82,0.19,0.22,,0.7,0.51,10.77,18.26,15.45,37.66,,,,,,,,,3.92,10.48,1.76,9.09,3.25,1.14,4.43,0.79,5.18,1.1,3.17,0.48,3.12,0.5,20.2,,0.02,2.29,3.79,,0.39,1.85,38,119.8,0.23,0.23,0.07,33.34,84,,42.87,-126.67,-3190,3190,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WESTERNFLYER-TIBURON-2002 ,"DAVIS, 2008",EMP; ICPMS,WFL2002-RC6,GL,-3.19
CON2806-049-001G,GL,51.61,1.26,14.16,9.56,,0.19,7.6,11.75,2.62,0.06,0.09,,0.7,0.51,10.01,18.74,15.52,38.27,0.28,17.05,,,,,,,2.06,7.25,1.23,7,2.5,0.96,3.12,0.64,4.36,0.96,2.73,0.39,2.71,0.43,7,,,,,,0.31,0.65,,89.8,,0.1,0.04,28.5,,,3.7,-31.51,-3737,3737,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994; SCHILLING, 1995; HANNIGAN, 2001; ANDRES, 2005; AGRANIER, 2005",MS;EMP; ICPMS; MC-ICP-MS,CON2806-049-001,GL,-3.737
MELWEST-017-002A,GL,51.62,1.36,14.85,9.71,,,7.32,12.23,2.54,0.05,0.14,,0.7,0.51,10.51,18.3,15.48,37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.27,-139.31,-2883,2883,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST03MV ,"CASTILLO, 1998; MELSON, 2003",MS; EMP,,,-2.883
CON2802-015-002,GL,51.63,1.51,14.61,10.29,,,7.14,11.88,2.76,0.07,0.17,,,,,,,,,,,,,,92764.38,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.83,-13.9,-3880,3880,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2802 ,"GRAHAM, 1996; MELSON, 2003",MS; EMP,CON2802-015-002,GL,-3.88
CON2806-032-001G,GL,51.63,1.77,15.45,10.11,,0.18,6.9,10.31,3.54,0.15,0.16,,0.7,0.51,10.53,18.79,15.57,38.37,0.28,16.87,,,,,,,4.89,15.2,2.43,13.2,4.3,1.49,5.22,1.02,6.66,1.47,4.12,0.59,4.04,0.63,19.3,,,,,,0.57,1.87,,127.4,,0.3,0.1,42.3,,,0.82,-26.35,-4665,4665,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RC2806 ,"SCHILLING, 1994;SCHILLING, 1995; HANNIGAN, 2001; AGRANIER, 2005",MS; EMP; ICPMS,CON2806-032-001,GL,-4.665
DIS0208-010-031A,GL,51.63,1.22,17.02,7.75,0.08,0.13,7.65,10.32,3.74,0.13,0.12,,,0.51,7.35,,,,,,,,,,,,3.6,10.8,1.69,8.3,2.4,1.01,3.3,0.54,3.4,0.75,2,0.3,1.9,0.3,,,,,,,,,,,,,,,,,-27.6,65.68,-5150,5150,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DISCOVERY 208 ,"ROBINSON, 1996; ROBINSON, 2001",,DIS0208-010-031A,GL,-5.15
