Sample_ID,Material,SiO2,TiO2,Al2O3,FeO,Cr2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,87Sr/86Sr,143Nd/144Nd,epsilon Nd,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,176Hf/177Hf,epsilon Hf,He,3He,4He,3He/4He,4He/3He,3He/4He(R/Ra),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Cr,Cs,Hf,Nb,Ni,Pb,Rb,Sc,Sr,Ta,Th,U,Y,Zr,Age,Latitude,Longitude,Elevation,Depth,Tectonic,Rock,Expedition,Reference,Method,Sample_ID.1,Material.1,Elevation_km
LYN1971-007,GL,,,,,,,,,,,,,0.7,0.51,9.91,18.34,15.48,37.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,0.1,0.05,,,,52.67,-34.94,-3240,3240,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",LYNCH 1971 ,"ITO, 1987; WHITE, 1993",MS; MS-ID,LYN1971-007,GL,-3.24
TRI0100-013-011,GL,,,,,,,,,,,,,,0.51,9.83,18.33,15.47,37.91,0.28,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.48,-31.57,-4050,4050,FRACTURE_ZONE, ,TR100 ,"BLICHERT-TOFT, 2005",EMP; CALC; MC-ICP-MS,TRI0100-013-011,GL,-4.05
TRI0138-006-001,WR,,,,,,,,,,,,,0.7,0.51,12.87,17.8,15.42,37.33,0.28,23.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.04,-28.93,-3370,3370,SPREADING_CENTER, ,TR138 ,"AGRANIER, 2005; YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0138-006-001,WR,-3.37
LYN1973-056,GL,,,,,,,,,,,,,0.7,0.51,11.14,18.34,15.5,37.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.81,-28.65,-3219,3219,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",LYNCH 1973 ,"ITO, 1987; HOFMANN, 1983",MS; MS-ID,LYN1973-056,GL,-3.219
TRI0138-005-001,WR,,,,,,,,,,,,,0.7,0.51,8.86,18.61,15.5,38.21,0.28,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.52,-28.54,-2590,2590,SPREADING_CENTER, ,TR138 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0138-005-001,WR,-2.59
TRI0138-003-001,WR,,,,,,,,,,,,,0.7,0.51,7.61,,,,0.28,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.78,-27.64,-2740,2740,SPREADING_CENTER, ,TR138 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0138-003-001,WR,-2.74
TRI0138-002-003,WR,,,,,,,,,,,,,0.7,0.51,6.83,,,,0.28,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05,-27.35,-2975,2975,SPREADING_CENTER, ,TR138 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0138-002-003,WR,-2.975
TRI0138-001-002,WR,,,,,,,,,,,,,0.7,0.51,5.58,,,,0.28,17.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.23,-27.39,-2068,2068,SPREADING_CENTER, ,TR138 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0138-001-002,WR,-2.068
CHR0043-104-016,WR,,,,,,,,,,,,,,,,19.35,15.56,38.87,0.28,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.18,-27.9,-2790,2790,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH43 ,"AGRANIER, 2005",MC-ICP-MS,CHR0043-104-016,WR,-2.79
CHN0043-104-016,WR,,,,,,,,,,,,,0.7,0.51,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.18,-27.9,-2790,2790,SPREADING_CENTER, ,CHAIN043 ,"YU, 1997",WET; MS-ID,CHN0043-104-016,WR,-2.79
TRI0154-014-005,WR,,,,,,,,,,,,,,,,19.3,15.57,38.97,0.28,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82,-28.04,-2875,2875,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR154 ,"AGRANIER, 2005",MC-ICP-MS,TRI0154-014-005,WR,-2.875
TRI0154-014-001,WR,,,,,,,,,,,,,0.7,0.51,6.75,19.28,15.57,38.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82,-28.04,-2875,2875,SPREADING_CENTER, ,TR154 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0154-014-001,WR,-2.875
TRI0154-013-001,WR,,,,,,,,,,,,,0.7,0.51,4.97,19.3,15.58,39,0.28,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,-28.39,-2560,2560,SPREADING_CENTER, ,TR154 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0154-013-001,WR,-2.56
TRI0154-012-001,WR,,,,,,,,,,,,,,,,19.43,15.58,39.23,0.28,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37,-28.98,-3040,3040,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR154 ,"AGRANIER, 2005",MC-ICP-MS,TRI0154-012-001,WR,-3.04
TRI0154-012-002,WR,,,,,,,,,,,,,0.7,0.51,4.88,19.43,15.58,39.22,0.28,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37,-28.98,-3040,3040,SPREADING_CENTER, ,TR154 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0154-012-002,WR,-3.04
AII0032-3-012-008,WR,,,,,,,,,,,,,0.7,0.51,4.74,19.69,15.61,39.3,0.28,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.96,-29.18,-1441,1441,SPREADING_CENTER, ,A032-03 ,"YU, 1997; AGRANIER, 2005",MS-ID; WET; MC-ICP-MS,AII0032-3-012-008,WR,-1.441
TRI0154-015-002,WR,,,,,,,,,,,,,0.7,0.51,5.44,19.58,15.59,39.27,0.28,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.79,-29.36,-2925,2925,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-015-002,WR,-2.925
TRI0154-016-003,WR,,,,,,,,,,,,,0.7,0.51,7.49,19.53,15.59,39.04,0.28,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.39,-29.4,-2895,2895,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-016-003,WR,-2.895
TRI0154-017-002,WR,,,,,,,,,,,,,0.7,0.51,7.71,19.35,15.58,38.96,0.28,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,-29.26,-2625,2625,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-017-002,WR,-2.625
TRI0154-018-002,WR,,,,,,,,,,,,,0.7,0.51,7.88,19.01,15.56,38.73,0.28,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18,-29.31,-2225,2225,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-018-002,WR,-2.225
TRI0154-019-003,WR,,,,,,,,,,,,,0.7,0.51,8.52,,,,0.28,20.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,-29.25,-2430,2430,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-019-003,WR,-2.43
TRI0122-003-004G,WR,,,,,,,,,,,,,0.7,0.51,10.1,18.25,15.52,38.19,0.28,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23,-29.59,-2675,2675,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR122 ,"AGRANIER, 2005",MC-ICP-MS,TRI0122-003-004,GL,-2.675
TRI0122-003-009,WR,,,,,,,,,,,,,0.7,0.51,10.32,18.4,15.5,38.27,0.28,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23,-29.59,-2675,2675,SPREADING_CENTER, ,TR122 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0122-003-009,WR,-2.675
TRI0122-003-004,WR,,,,,,,,,,,,,0.7,0.51,10.1,,,,0.28,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23,-29.59,-2675,2675,SPREADING_CENTER, ,TR122 ,"YU, 1997; AGRANIER, 2005",WET; MS; MC-ICP-MS,TRI0122-003-004,WR,-2.675
TRI0154-007-001,WR,,,,,,,,,,,,,0.7,0.51,8.74,,,,0.28,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.94,-29.67,-1950,1950,SPREADING_CENTER, ,TR154 ,"YU, 1997; AGRANIER, 2005",MS; MC-ICP-MS,TRI0154-007-001,WR,-1.95
AII0127-1-026-005,WR,,,,,,,,,,,,,0.7,0.51,9.83,18.63,15.55,38.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91,-29.67,-2068,2068,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-1-026-005,WR,-2.068
AII0127-2-026,WR,,,,,,,,,,,,,0.7,0.51,9.44,18.63,15.54,38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91,-29.67,-2068,2068,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-026,WR,-2.068
TRI0154-020-003,WR,,,,,,,,,,,,,0.7,0.51,7.26,19.3,15.58,38.97,0.28,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76,-29.69,-2225,2225,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-020-003,WR,-2.225
TRI0089-031-001,WR,,,,,,,,,,,,,0.7,0.51,5.54,19.63,15.61,39.44,0.28,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63,-29.71,-1750,1750,SPREADING_CENTER, ,TR089 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0089-031-001,WR,-1.75
TRI0089-030-005,WR,,,,,,,,,,,,,0.7,0.51,6.3,19.38,15.59,39.01,0.28,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63,-29.74,-2025,2025,SPREADING_CENTER, ,TR089 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; DCP; MC-ICP-MS,TRI0089-030-005,WR,-2.025
TRI0089-030-010,WR,,,,,,,,,,,,,0.7,0.51,7.71,,,,0.28,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63,-29.74,-2025,2025,SPREADING_CENTER, ,TR089 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; DCP; MC-ICP-MS,TRI0089-030-010,WR,-2.025
AII0127-2-027-003,WR,,,,,,,,,,,,,0.7,0.51,8.6,18.86,15.56,38.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51,-29.74,-2288,2288,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-027-003,WR,-2.288
AII0127-2-027-004,WR,,,,,,,,,,,,,0.7,0.51,8.72,19,15.57,38.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51,-29.74,-2288,2288,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-027-004,WR,-2.288
AII0127-2-027-005,WR,,,,,,,,,,,,,0.7,0.51,8.02,19.02,15.58,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51,-29.74,-2288,2288,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-027-005,WR,-2.288
AII0127-2-029-001,WR,,,,,,,,,,,,,0.7,0.51,6.36,19.42,15.61,39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.43,-29.85,-1860,1860,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-029-001,WR,-1.86
XXXESCP-020-003,WR,,,,,,,,,,,,,0.7,0.51,6.32,19.33,15.62,39.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.21,-29.96,-1740,1740,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ESCAPE ,"DOSSO, 1999",MS,XXXESCP-020-003,WR,-1.74
TRI0154-008-001,WR,,,,,,,,,,,,,0.7,0.51,6.69,19.2,15.58,38.85,0.28,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,-29.95,-1630,1630,SPREADING_CENTER, ,TR154 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0154-008-001,WR,-1.63
AII0127-1-022-005,WR,,,,,,,,,,,,,0.7,0.51,5.95,19.44,15.62,39.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04,-30.03,-1386,1386,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"DOSSO, 1999",MS,AII0127-1-022-005,WR,-1.386
AII0127-1-022-006,WR,,,,,,,,,,,,,0.7,0.51,6.32,19.45,15.62,39.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04,-30.03,-1386,1386,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"DOSSO, 1999",MS,AII0127-1-022-006,WR,-1.386
XXXESCP-017-002D,WR,,,,,,,,,,,,,0.7,0.51,6.69,19.13,15.58,38.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,-30.07,-1410,1410,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ESCAPE ,"DOSSO, 1999",MS,XXXESCP-017-002D,WR,-1.41
XXXESCP-017-002G,GL,,,,,,,,,,,,,0.7,0.51,6.89,19.13,15.58,38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99,-30.07,-1410,1410,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ESCAPE ,"DOSSO, 1999",MS,XXXESCP-017-002G,GL,-1.41
XXXESCP-014-B002,WR,,,,,,,,,,,,,0.7,0.51,7.1,18.94,15.62,38.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98,-30.06,-1352,1352,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ESCAPE ,"DOSSO, 1999",MS,XXXESCP-014-B002,WR,-1.352
XXXESCP-019-CV01,GL,,,,,,,,,,,,,0.7,0.51,6.24,19.39,15.62,39.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98,-30.06,-1352,1352,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ESCAPE ,"DOSSO, 1999",MS,XXXESCP-019-CV01,GL,-1.352
TRI0154-021-003,GL,,,,,,,,,,,,,0.7,0.51,4.92,19.33,15.58,38.96,0.28,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,-30.05,-1305,1305,SPREADING_CENTER, ,TR154 ,"ANDRES, 2004; AGRANIER, 2005",EMP; CALC; MC-ICP-MS,TRI0154-021-003,GL,-1.305
TRI0154-021-003,WR,,,,,,,,,,,,,0.7,0.51,4.92,19.33,15.58,38.96,0.28,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,-30.05,-1305,1305,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-021-003,WR,-1.305
TRI0154-010-003,WR,,,,,,,,,,,,,0.7,0.51,5.72,19.38,15.59,38.89,0.28,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,-30.19,-1150,1150,SPREADING_CENTER, ,TR154 ,"YU, 1997",WET; MS-ID; MC-ICP-MS,TRI0154-010-003,WR,-1.15
XXXESCP-015-001,WR,,,,,,,,,,,,,0.7,0.51,5.68,19.43,15.6,39.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.67,-30.18,-1218,1218,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ESCAPE ,"DOSSO, 1999",MS,XXXESCP-015-001,WR,-1.218
AII0127-1-021-003,WR,,,,,,,,,,,,,0.7,0.51,5.46,19.65,15.62,39.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.49,-30.27,-2095,2095,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"DOSSO, 1999",MS,AII0127-1-021-003,WR,-2.095
TRI0089-021-002,WR,,,,,,,,,,,,,0.7,0.51,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43,-30.36,-2775,2775,SPREADING_CENTER, ,TR089 ,"YU, 1997",WET; MS-ID,TRI0089-021-002,WR,-2.775
TRI0089-021-003,WR,,,,,,,,,,,,,0.7,0.51,6.28,19.3,15.58,38.84,0.28,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43,-30.36,-2775,2775,SPREADING_CENTER, ,TR089 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0089-021-003,WR,-2.775
NAUDIVA-012-002,WR,,,,,,,,,,,,,0.7,0.51,7.3,19.16,15.59,38.8,,,,,,,,,,,,13.55,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,37.85,-31.57,-1025,1025,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DIVANAUT ,"DOSSO, 1999",MS-ID,NAUDIVA-012-002,WR,-1.025
NAUDIVA-015-001,WR,,,,,,,,,,,,,0.7,0.51,6.89,19.14,15.6,38.83,,,,,,,,,,,,14.45,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,37.84,-31.53,-999,999,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DIVANAUT ,"DOSSO, 1999",MS-ID,NAUDIVA-015-001,WR,-0.999
NAUDIVA-015-004,WR,,,,,,,,,,,,,0.7,0.51,7.86,19.21,15.58,38.78,,,,,,,,,,,,10.87,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,37.84,-31.53,-999,999,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DIVANAUT ,"DOSSO, 1999",MS-ID,NAUDIVA-015-004,WR,-0.999
AII0127-1-017-003,WR,,,,,,,,,,,,,0.7,0.51,6.89,19.14,15.59,38.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.84,-31.52,-1009,1009,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"DOSSO, 1999",MS,AII0127-1-017-003,WR,-1.009
NAUDIVA-013-003,WR,,,,,,,,,,,,,0.7,0.51,7.96,19.2,15.58,38.78,,,,,,,,,,,,10.86,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,37.82,-31.54,-994,994,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DIVANAUT ,"DOSSO, 1999",MS-ID,NAUDIVA-013-003,WR,-0.994
TRI0122-005-002,WR,,,,,,,,,,,,,0.7,0.51,7.59,19.15,15.57,38.73,0.28,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73,-31.47,-1650,1650,SPREADING_CENTER, ,TR122 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0122-005-002,WR,-1.65
NAUDIVA-007-002,WR,,,,,,,,,,,,,0.7,0.51,9.23,18.89,15.56,38.51,,,,,,,,,,,,7.91,2.48,,,,,,,,,,,,,,,,,4.83,,107.2,,,,,,,37.31,-32.29,-1820,1820,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DIVANAUT ,"DOSSO, 1999",MS-ID,NAUDIVA-007-002,WR,-1.82
NAUDIVA-019-006,WR,,,,,,,,,,,,,0.7,0.51,9.07,18.92,15.57,38.57,,,,,,,,,,,,7.81,,,,,,,,,,,,,,,,,,5.13,,116.3,,,,,,,37.29,-32.28,-1722,1722,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DIVANAUT ,"DOSSO, 1999",MS-ID,NAUDIVA-019-006,WR,-1.722
TRI0119-004-003,WR,,,,,,,,,,,,,0.7,0.51,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85,-33.23,-2375,2375,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR119 ,"YU, 1997",MS,TRI0119-004-003,WR,-2.375
TRI0119-004-004,WR,,,,,,,,,,,,,0.7,0.51,8.72,,,,0.28,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85,-33.23,-2375,2375,SPREADING_CENTER, ,TR119 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0119-004-004,WR,-2.375
ARP1974-007-005S,WR,,,,,,,,,,,,,,0.51,8.82,,,,0.28,19.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.83,-33.25,-2660,2660,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ARP1974 ,"CHAUVEL, 2001",MS; ICPMS,ARP1974-007-005S,WR,-2.66
ALV0521-001B,GL,,,,,,,,,,,,,0.7,0.51,8.56,18.81,15.54,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,-33.27,-2603,2603,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 0521 ,"ITO, 1987",MS,ALV0521-001B,GL,-2.603
ALV0521-004-003,WR,,,,,,,,,,,,,0.7,0.51,8.91,,,,0.28,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,-33.28,-2450,2450,SPREADING_CENTER, ,ALVIN 0521 ,"YU, 1997; AGRANIER, 2005",MS-ID; MC-ICP-MS,ALV0521-004-003,WR,-2.45
ALV0528-003,GL,,,,,,,,,,,,,0.7,0.51,8.35,18.85,15.53,38.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81,-33.27,-2526,2526,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 0528 ,"ITO, 1987",MS,ALV0528-003,GL,-2.526
ALV0525-005-003,WR,,,,,,,,,,,,,0.7,0.51,8.6,,,,0.28,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81,-33.27,-2625,2625,SPREADING_CENTER, ,ALVIN 0525 ,"YU, 1997; AGRANIER, 2005",MS-ID; MC-ICP-MS,ALV0525-005-003,WR,-2.625
ALV0527-006-001,WR,,,,,,,,,,,,,0.7,0.51,8.78,18.9,15.55,38.48,0.28,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81,-33.25,-2565,2565,SPREADING_CENTER, ,ALVIN 0527 ,"YU, 1997; AGRANIER, 2005",MS-ID; MC-ICP-MS,ALV0527-006-001,WR,-2.565
ALV0534-003-001,WR,,,,,,,,,,,,,0.7,0.51,9.62,,,,0.28,22.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,-33.27,-2642,2642,SPREADING_CENTER, ,ALVIN 0534 ,"YU, 1997; AGRANIER, 2005",MS-ID; MC-ICP-MS,ALV0534-003-001,WR,-2.642
AII0073-1-014-004-017,WR,,,,,,,,,,,,,,,,18.67,15.52,38.27,0.28,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.77,-33.3,-2448,2448,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A073-01 ,"AGRANIER, 2005",MC-ICP-MS,AII0073-1-014-004-017,WR,-2.448
DSDP049-0411-001-001/14-18,WR,,,,,,,,,,,,,0.7,0.51,9.71,18.71,15.53,38.24,0.28,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.77,-33.39,-1935,1935,OFF-AXIS_SPREADING_CENTER,"IVM, igneous:volcanic:mafic",DSDP-49,"KEMPTON, 2000",MC-ICP-MS,DSDP049-0411-001-001/14-18,WR,-1.935
AII0073-1-004-017,WR,,,,,,,,,,,,,0.7,0.51,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.74,-33.29,-2475,2475,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A073-01 ,"YU, 1997",WET; MS-ID,AII0073-1-004-017,WR,-2.475
ALV0830-002,GL,,,,,,,,,,,,,0.7,,,18.84,15.53,38.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,36.73,-33.32,-2582,2582,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 0830 ,"MICHAEL, 1995; FREY, 1993",EMP; MS; MS-ID,ALV0830-002,GL,-2.582
TRI0119-006-006,WR,,,,,,,,,,,,,0.7,0.51,9.44,18.61,15.51,38.19,0.28,21.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84,-34.18,-2450,2450,SPREADING_CENTER, ,TR119 ,"YU, 1997; AGRANIER, 2005",WET; MS-ID; MC-ICP-MS,TRI0119-006-006,WR,-2.45
AII0127-2-R133,WR,,,,,,,,,,,,,0.7,0.51,6.91,18.61,15.51,38.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49,-34.8,-2930,2930,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-R133,WR,-2.93
AII0127-1-R020,WR,,,,,,,,,,,,,0.7,0.51,5.62,18.67,15.52,38.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.46,-34.82,-2801,2801,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-01 ,"DOSSO, 1999",MS,AII0127-1-R020,WR,-2.801
AII0127-2-R134A,WR,,,,,,,,,,,,,0.7,0.51,6.57,18.63,15.52,38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.42,-34.84,-2493,2493,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-R134A,WR,-2.493
AII0127-2-R135-1,WR,,,,,,,,,,,,,0.7,0.51,5.52,18.83,15.53,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,-34.85,-2318,2318,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-R135-1,WR,-2.318
AII0127-2-R136-1,WR,,,,,,,,,,,,,0.7,0.51,4.58,19.03,15.54,38.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.36,-34.85,-2367,2367,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",A127-02 ,"DOSSO, 1999",MS,AII0127-2-R136-1,WR,-2.367
